article_id,lm_pred
34205,0.11277922240937463
34859,0.08679660735462763
9352,0.12355022491370482
4139,0.12814897217441001
11069,0.29990693577779204
30416,0.2579802716334168
5625,0.13344623716754048
36527,0.1330041411940138
37508,0.10503357856914823
10631,0.3324114397723205
4248,0.1808999374751256
9327,0.16055214608387924
23133,0.30616599402545314
23001,0.3549163370472569
12664,0.17155723841083328
13865,0.10847797651897018
36843,0.13630720039307687
32658,0.1593839199367408
11551,0.32009132404361323
38875,0.2332153054301348
30010,0.20231268222314885
3931,0.2897373330681245
32747,0.32104504104521736
3218,0.1783501016278628
27762,0.17583287062395592
15000,0.24640253591081196
39625,0.19478865132895046
8390,0.2739568596888492
26247,0.11957192266273188
36773,0.11718266971096886
24912,0.2366192362044649
6073,0.17018708685775402
21741,0.16337212983817814
6588,0.236928372412126
34338,0.27395246443406984
29540,0.15489845189687887
2702,0.1637519743190422
23719,0.11167279649132246
33285,0.12132683169972412
39057,0.23738222037674414
38787,0.17214770689597314
31034,0.1273818566495453
37168,0.23979993110971026
22863,0.1862098059810412
3885,0.09649470415623404
4891,0.18508467460068875
16560,0.12634237440750382
28281,0.1781475696584529
37017,0.14851459915359316
4855,0.13158824995700766
23499,0.1024071882788249
788,0.09855610478880028
36914,0.1875241675151036
19442,0.2459862069173694
20584,0.4586436506579584
1434,0.2337311655476129
7687,0.24694155154514005
12381,0.29738282722793025
34784,0.2140538059484861
25329,0.17210582336652264
17772,0.21777390691540746
19798,0.4003854954420984
2951,0.1784355251025159
2888,0.19523035834858046
19948,0.13297831802045154
5825,0.11269845859710673
37636,0.10088232858757946
20350,0.2084114493123982
28254,0.102883434261195
36188,0.12786845430411006
35791,0.15906356411829725
21191,0.15719099033990772
36178,0.33739132623776474
35020,0.08946113825399486
25089,0.09416469608738816
20078,0.3577467850756205
30242,0.1736858663991939
9991,0.13912025781544798
21413,0.20441081464309
13384,0.14182922737659348
16286,0.3076562326930412
23514,0.17433986467410112
14237,0.14907521454619155
28544,0.08677221583090752
34847,0.16936619941434636
32390,0.252339349442198
38385,0.2587500696647322
845,0.18553964395032
37174,0.3038572604623789
6457,0.2278662077716335
31177,0.16291344844568106
3983,0.1562246819747012
31714,0.34305476861883794
9698,0.2425885460406631
21708,0.17913231113993355
35240,0.1990096814587656
18686,0.4793103417119455
20587,0.14407200948237273
9110,0.2284883211202977
13298,0.29255739167984457
30961,0.10005588044462432
19414,0.15016346803960845
1265,0.19866214688893324
25033,0.11409707052853922
17373,0.1934686892065594
35598,0.16243002409619522
6555,0.1213383796284661
11809,0.15639854614008192
21301,0.25433297359760354
21361,0.2343484618816188
17023,0.162825068997698
29023,0.12939295305021126
8183,0.17585365133962236
28157,0.18622822715820184
30006,0.1544832216632122
36173,0.2474383119348839
11173,0.17627397536641445
411,0.15992601040725593
7283,0.27666285328817675
36512,0.3390420750294775
11464,0.2656978823279163
4756,0.17506370978188662
27527,0.3063822075503315
29488,0.3389442191818665
16508,0.16538748752392776
20463,0.38436974846506095
14895,0.2528830900942854
2977,0.1295459079166882
27661,0.14013412463587555
24294,0.09153744361861382
2928,0.2411437959086538
12556,0.16343586115149647
9227,0.1505458593056817
22615,0.15415865499546288
5329,0.2395550853794875
16812,0.17079573559312042
16908,0.35538934133530603
28070,0.1355803182622188
8476,0.3396132302766887
5057,0.1398791421862105
29337,0.14305341268764904
18515,0.33047947789930904
23198,0.1548473188773423
28001,0.2717463215667036
28947,0.1124971152409036
34896,0.4060975618649283
21075,0.27123556936837484
235,0.15895489326399634
8374,0.121322445047547
2779,0.2006702351617768
5637,0.22129612630929174
10803,0.2339719128636029
14754,0.2032721194214349
27873,0.16077580367541575
36390,0.08592193285350105
266,0.11865376013660643
25135,0.11630790393102924
5054,0.3193936157484475
9601,0.25135674399245844
8080,0.10539655594785692
22068,0.17092267515691767
5670,0.29279014386976643
22116,0.3642059535551201
11261,0.09990924603578573
2539,0.1996322801834073
8319,0.12631864056154524
1744,0.2112920195813013
21150,0.10123203857496706
19319,0.2504113017947059
39166,0.16511264153256325
15017,0.13878412727518016
37722,0.16160254572616795
35284,0.2903662241576103
6212,0.25570078953903785
1576,0.15514311610951398
31257,0.3579526569819582
23698,0.13305166635806548
7393,0.3758782380912043
4353,0.18520897580068368
6695,0.17670956625017495
22466,0.2761576279040918
10455,0.1592540930270191
1181,0.16380306661020164
19419,0.13999299378978727
17016,0.17380972918689927
9958,0.2095539567691584
34449,0.22172904936034085
27124,0.22337988677597528
6213,0.30975224630857284
5440,0.16186828811654774
30649,0.10578315225749252
5596,0.2406640629507919
6926,0.11917564788464395
11435,0.1707020671319554
14940,0.11356797444069848
22923,0.1364084606557659
26031,0.098859543068559
2247,0.13137052138567554
13559,0.20327096252848406
30487,0.13504410150897855
36589,0.10894764288604583
13324,0.29678640413081714
34105,0.164482346040365
20104,0.27941670125042445
72,0.1338163879143793
8924,0.28757081822909153
764,0.16404430324147826
5523,0.1800462700627322
6757,0.12121969317869098
6772,0.2964832678473736
37567,0.15680716331812564
16009,0.16680249712776826
6478,0.1689914754912298
31737,0.34488008174054463
33701,0.11253593447019893
9085,0.1736083757312092
28774,0.18193121462790815
19227,0.14830346409058962
24921,0.1030315359293357
32618,0.10781335488197437
37807,0.3319083707392471
19473,0.12229654599269225
18668,0.1546118512103641
35209,0.2647741512879141
25157,0.1524353415159649
33656,0.08257005193451533
39328,0.16335131245023982
27897,0.15973768916086387
34216,0.09858403749431947
24529,0.1000324645382543
31065,0.11474613829440575
29542,0.1884594805636202
38438,0.371307708605495
29391,0.16272513980153286
11298,0.1982072622960194
2301,0.16312611152758974
29944,0.18621732318437506
23670,0.2477046258204759
33761,0.158399460395559
30408,0.2507137639180499
392,0.14171593846298336
16466,0.3040398033804146
29080,0.1680144355812903
5541,0.3196105925559357
2030,0.16351577550705
20729,0.2347493092803276
20661,0.36967658860520575
19928,0.13730877688735152
39025,0.07318247646920549
21779,0.1758288691323215
2067,0.20460870149562133
36171,0.2454909873571559
35991,0.16025579118257546
13516,0.1419111080266397
14107,0.19674733427275387
21827,0.11942668768192068
7401,0.15685707066251242
30004,0.3687532144570754
36189,0.2407721225758196
7221,0.1375425828108242
23244,0.1701712893103499
17979,0.15328409296586035
18401,0.15629232243048796
17294,0.3952776051101681
11779,0.19491835354196954
6235,0.19760600754879695
16755,0.2565601603874646
30681,0.10229543958654724
24638,0.12555288121132924
3808,0.3644452315014529
28430,0.08686077980838988
2036,0.1571145421693056
19273,0.2791412106503197
2595,0.18917048650381696
10316,0.13813462131817086
6917,0.16209592019148006
33749,0.13978470549460234
35858,0.11936415477193925
36969,0.18139183870560294
25107,0.27107201159719296
1904,0.15705189919895296
8170,0.1272333050545481
1248,0.14145403380810967
3380,0.09367792696864392
29753,0.15734605932110382
3703,0.09845129006232098
19882,0.1631691161153873
19222,0.08359759279656576
35930,0.14955135688890134
17625,0.090377510214717
28847,0.09308107812452324
2541,0.09893635018615037
33626,0.13357142508136546
30755,0.16522515759805095
9835,0.16072280801723296
34347,0.28279650962062913
26215,0.1468675131600755
17708,0.1556890872180075
36445,0.2402569730984156
5894,0.14951048902082067
18435,0.2260709268767529
34824,0.14178344824922096
15868,0.2007904824923079
14139,0.15539536316130573
154,0.1479095076393855
12977,0.2766876708556085
12883,0.1443940237073288
8820,0.13834215987726198
3334,0.3084003860016271
6438,0.15264632497946531
18508,0.16162510372540398
31497,0.37037022610040493
19846,0.08881967531011938
23203,0.17805646533076028
7738,0.20083433021702
10546,0.22309120285579748
39622,0.2630471785773385
8192,0.15010968846492112
10808,0.15966687357605389
28385,0.1138358463708978
27003,0.11941349382469248
17200,0.2724102845378385
2649,0.1208893303213863
19908,0.2278918966107112
13207,0.19128667729833096
26989,0.2173227244439604
