article_id,score
1,0.13706254326921635
4,0.0908408861298818
7,0.09443876755350704
8,0.10092395782417952
9,0.12523806435702953
13,0.18313271014933588
17,0.12449575481069658
19,0.15816857470404194
20,0.09965234523685652
23,0.09477846318194096
25,0.12224160703978225
35,0.1400501973112695
37,0.10388263206501416
40,0.15655233795875148
42,0.22359200670012844
43,0.0940754076332229
47,0.09387885753371047
49,0.09013432513350292
50,0.08909512041650224
58,0.1429125885722962
63,0.09011538812576847
65,0.07893836755588574
68,0.08546438249930645
69,0.1393993881664516
74,0.18531692114670445
87,0.14898081910685318
88,0.13681282729232255
96,0.11557081666970845
97,0.2323103041762041
101,0.26090803732550305
105,0.09461012692463876
108,0.14465790760160946
112,0.0977928660770295
113,0.2387994447236769
114,0.3639549717943527
115,0.10046006882258833
116,0.1604644716479185
118,0.2514345641670494
121,0.10465222505605884
122,0.13061428059684088
125,0.08905279304359777
128,0.12709155780791564
135,0.09982277310066123
137,0.1975338403991225
138,0.21422707896640866
141,0.1192200432392832
143,0.1446023753275434
146,0.17137906514890702
147,0.0753496051312771
150,0.09470444579477663
156,0.138417664473819
161,0.1134322071860221
167,0.10214098474506092
168,0.0993812426257324
171,0.1541036407460826
175,0.12819783860530154
176,0.07671275247375478
177,0.2024304745290301
186,0.13547943045088434
189,0.1804204660142063
190,0.12030076147730374
194,0.09953127760584493
196,0.14376177034872156
198,0.11307673479777047
201,0.1339159682218634
204,0.08640235780971024
207,0.2118095112256826
223,0.16997455926262026
229,0.12982385377145295
234,0.14776613976151115
236,0.1773340796907847
238,0.13824448692680738
241,0.10479077413581732
251,0.12632639713519175
252,0.26692082574500103
257,0.11228231255110427
271,0.21833630236065332
272,0.14865042263252484
273,0.10883261894918188
275,0.12295770206992925
278,0.13675310170773616
281,0.17741243907423546
283,0.1732431943779644
296,0.11993785966467845
299,0.1301845628927374
301,0.1222055397594132
306,0.09952937058849272
309,0.10563540248317936
312,0.2047023056025236
317,0.2525097566083455
318,0.27393425367015617
323,0.23190135835345105
327,0.2978953171190816
329,0.23252246180147165
332,0.12394421872860095
335,0.14335479271603907
341,0.2840731719126353
343,0.39940192890054255
344,0.23676261578914595
345,0.13742686311828475
348,0.19894016685296867
350,0.17334390309615966
351,0.3024099998415913
354,0.17997382357669675
355,0.25195865034819903
359,0.11178406379510736
360,0.1033750213620673
363,0.11811524511783107
368,0.10097739580839807
374,0.1199182259709988
375,0.10549982960467988
378,0.14621591681221308
379,0.15968429908310205
388,0.12546427192094622
389,0.15116820880261572
395,0.11493507197411976
398,0.1430552242929986
402,0.0969441624565976
404,0.1243141472507734
409,0.09978150460043064
410,0.2053487004522752
413,0.12851118568079892
415,0.08511523428007461
418,0.1083992343244208
426,0.11703943820478795
429,0.19296501297759647
431,0.1142613468180397
434,0.12357687948418696
440,0.18602549914412506
446,0.0942095954112229
447,0.13093333904371154
454,0.15242528032547015
457,0.5207309545008656
460,0.10882833685482404
462,0.21865292403380132
467,0.13214130715391625
469,0.2951816472823752
470,0.14388897503569725
477,0.12451576035471125
478,0.15141988428143585
480,0.16993894393007405
481,0.11160713250142217
483,0.08148228880494021
484,0.20611127266125795
485,0.1308012206119119
487,0.1209773451969469
490,0.10980641505922002
492,0.08133343811102492
494,0.15258663990970306
495,0.14395603690598108
496,0.16369495298383713
498,0.17822773659154692
505,0.08810254962283692
506,0.10490492979722484
507,0.0934836954432198
509,0.0830391316880956
511,0.11509605552554805
512,0.14974481859765953
517,0.15254365383424395
520,0.15413308859196587
522,0.08915161897884458
523,0.1660414135275823
525,0.11486715388927515
532,0.13435872952566105
534,0.3891137794437202
536,0.1774702049113341
537,0.19263165415057693
540,0.1925130621415339
550,0.14676275102437294
557,0.11079145853990413
563,0.13603416633637996
564,0.14081244962306233
575,0.19563408381101166
593,0.12862754537527518
594,0.142894620599056
595,0.11643396289227448
596,0.1618048398423066
599,0.09642243136983107
600,0.20037935710453836
603,0.10546928757080076
604,0.15514701565980504
605,0.15644078418197135
607,0.08896269740962841
609,0.11147325766332138
611,0.21232038187909694
614,0.16197054317154386
615,0.09203890834280017
620,0.15753709100921987
622,0.1100417294427584
624,0.11344046509053425
625,0.11394677025016588
626,0.38653630581974335
633,0.11814516062990445
636,0.3341280838842924
637,0.34629667262856645
638,0.1378289715586694
647,0.22232762107337287
648,0.12999633615490488
650,0.08785448398022098
653,0.13146065405683782
654,0.1320196141659988
658,0.1205777327887496
660,0.25378447681474786
664,0.12537190262395104
665,0.16617932572909233
669,0.13504388050484573
671,0.16944501456018776
673,0.3824803042366736
677,0.4206150807330008
679,0.11427840357307087
681,0.1144438114351655
686,0.1686887711543722
687,0.08567295957453032
694,0.14644902922184722
696,0.1911950640760256
699,0.16813539481256484
700,0.15900331582008922
704,0.14157184324570998
706,0.11800045108493774
709,0.2218901134957368
712,0.39898184187750935
713,0.1450264945168121
714,0.2253041940422429
715,0.3452510071088446
717,0.2195117389682787
718,0.2341573785242151
719,0.3777251522585944
722,0.2622220571741556
723,0.3941645124938084
724,0.11655746954878675
727,0.3530015103987783
730,0.3309061481104285
735,0.2090894597393189
737,0.1754458139575285
742,0.207928153587154
747,0.14610707681447072
748,0.08868033054342901
749,0.09936535355518493
750,0.1467376830031097
753,0.14249632744993554
755,0.11804130465783627
756,0.11091706362056432
761,0.2233487463177848
765,0.19598319634381625
766,0.1635730967183378
767,0.15577149834353402
771,0.14291930417914347
772,0.12993397632825146
774,0.14636715791588792
776,0.08914244092019136
777,0.15699577325519942
785,0.266801289188508
787,0.09898743432947778
794,0.29458323421504884
796,0.08377281446174796
798,0.12624240927091335
803,0.2665135622307935
812,0.16966496217978932
814,0.21148007610832373
816,0.1262592642844001
818,0.09614793765076107
819,0.1111087205465361
825,0.13709245563241995
826,0.1177724568841504
827,0.1388865958290933
831,0.12744183491382022
850,0.2424938046131349
852,0.16667245715090573
854,0.16156892856031885
855,0.14365212659291185
863,0.23037602097214185
873,0.13134814462534658
880,0.10297437650172514
881,0.14333166788091006
891,0.15230920542733806
892,0.15021765513761398
893,0.11358839576741328
897,0.10602053260737587
898,0.1004962454212388
900,0.09260622451034543
902,0.09202011979019528
904,0.10122931155957383
905,0.08250049502330087
908,0.11988085148099778
909,0.11245189241605756
920,0.4288507745380733
921,0.10484794516829216
923,0.08652570345057321
929,0.1273997767371996
933,0.07895376310627569
934,0.16411266764512075
937,0.19814477886116216
939,0.10871015411955852
940,0.08078366024428495
944,0.15945791118816938
947,0.2253978500139973
948,0.14920802546568784
956,0.1845121215288361
957,0.08618555977775133
961,0.1824631004755351
964,0.1140625399452644
970,0.12613346465121686
973,0.15906157630317758
974,0.10684931465400052
975,0.10356178473240553
978,0.11869563653704665
982,0.14787852783865751
988,0.2420838855424534
998,0.14866555968857326
999,0.10802509780066163
1004,0.1382946888907349
1005,0.13899758192809336
1010,0.08892296695593338
1011,0.15112167785857689
1013,0.08269193133751726
1015,0.29742682621382016
1022,0.11447712533711622
1026,0.12603685385385016
1027,0.1644727474842867
1030,0.2301630268807743
1038,0.11757266079328844
1040,0.15734395118188738
1044,0.12947550528285118
1048,0.19034272862753968
1054,0.13042444077599322
1055,0.11477950136850155
1056,0.1165554359186706
1058,0.10987839159827903
1060,0.1572159254180465
1063,0.20934244274938293
1067,0.09166576808774693
1068,0.4426723221674315
1071,0.0899342599759273
1073,0.2566610762634405
1076,0.1866872411600706
1078,0.17498089004527878
1092,0.2830356697435135
1094,0.15027317959165504
